index,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,NMF_11,NMF_12
C9orf37,0.0,0.0960474,0.18567735,0.0,0.064596586,0.36010602,0.0,0.06413956,0.0,0.1010024,0.0,0.0,0.046590645
IDI1,0.0,0.107436165,0.13949664,0.18467394,0.19144501,0.42278048,0.22177628,0.18665817,0.25464347,0.24992216,0.036643896,0.15352738,0.0
AKR1C3,0.0,0.002051437,0.0,0.0,0.0,0.0,0.0,2.1719801,0.016637936,0.0,0.0,0.0,0.0
ATP5C1,0.15624115,0.1540814,0.26679227,0.13630126,0.09139385,0.15122582,0.20545751,0.26272887,0.49579668,0.22504559,0.28497452,0.13223456,0.08386362
SEC61A2,0.0,0.10839556,0.055085648,0.01695021,0.0,0.0,0.0,0.0,0.0,0.11755111,0.0,0.012196775,0.0
NUDT5,0.061451823,0.08123554,0.16333102,0.0,0.18547943,0.13507807,0.15400408,0.25978795,0.1930434,0.16558209,0.123985924,0.48214978,0.0
CDC123,0.32334268,0.03994004,0.1337877,0.21224345,0.17687002,0.0,0.14585617,0.25804266,0.4907183,0.17530915,0.0,0.12618913,0.0
CAMK1D,0.119041815,0.0,0.086507715,0.44667813,0.45642686,0.0,0.0961367,0.020641992,0.12278621,0.15290835,0.0838448,0.0,0.005001692
FAM107B,0.0,0.015512426,0.28774545,0.19617537,0.18891644,0.11697518,0.0,0.1353892,0.40333283,0.3039659,0.0,0.48561975,0.0
RP11-398C13.6,0.0,0.0,0.0,0.0,0.0,0.052075133,0.09755747,0.0,0.0,0.0,0.05336709,0.08774818,0.002151356
RP11-390B4.5,0.037248302,0.01639267,0.012215995,0.070743516,0.0,0.0,0.0,0.06364792,0.0,0.020720512,0.0,0.0,0.0007729355
MLLT10,0.08277773,0.085278966,0.29605326,0.13165003,0.0,0.0,0.0,0.03357147,0.32579654,0.08281216,0.05808598,0.074073866,0.0009576732
ARHGAP21,0.0,0.073686145,0.0,0.0,0.06787951,0.0,0.07728741,0.0,0.23763898,0.0,0.0,0.0,0.40619838
ENKUR,0.0,0.0,0.0,0.0,0.0,0.0,0.05776507,0.0,0.005541208,0.0,0.0,0.0,0.53731483
MAP3K8,0.07174038,0.014079807,0.0,0.3499611,0.2867445,0.0,0.28610584,0.48795256,0.0,0.14013146,0.18928093,0.0,0.0069913636
KIF5B,0.1335402,0.06462052,0.3243228,0.17031628,0.032037623,0.099554904,0.121088855,0.1900872,0.44478366,0.17361088,0.20770797,0.18553191,0.021708662
RP11-324I22.4,0.0,0.022428082,0.0,0.076502055,0.0,0.0,0.0032732652,0.0,0.0,0.0,0.016194573,0.0301586,0.0046444
RP11-162G10.5,0.014501812,0.0,0.0,0.14090315,0.0,0.0,0.0,0.0,0.0186452,0.028509254,0.039152633,0.066142306,0.0
ZNF32,0.2032308,0.0,0.09168796,0.13149975,0.01752504,0.44086665,0.0336085,0.05654084,0.34351483,0.12686971,0.0,0.27011007,0.0
ZFAND4,0.18093476,0.0,0.0691381,0.0,0.092981495,0.3136458,0.07706472,0.0,0.0,0.06856947,0.0,0.0,0.0
NCOA4,0.08303956,0.11317533,0.21271245,0.06400535,0.0783032,0.18777107,0.27637285,0.1486983,0.2725496,0.08007351,0.14291951,0.07880119,0.827382
ZWINT,0.008911354,0.0,0.0,0.0,0.0,0.0,0.04608922,0.0,0.0,0.09704466,0.0,0.25123066,0.002056769
CISD1,0.2926403,0.06099276,0.08356146,0.008400407,0.10199524,0.0,0.0,0.10416557,0.12080395,0.25546825,0.045509405,0.10684185,0.0
UBE2D1,0.083443604,0.08923226,0.09196643,0.0,0.01527865,0.3308073,0.25287187,0.0,0.079433315,0.13721268,0.5361691,0.118400835,0.0
TFAM,0.27865586,0.19157304,0.10551595,0.0,0.02438318,0.24180473,0.0,0.09641596,0.0,0.0,0.0,0.24738586,0.0
REEP3,0.16788931,0.008771176,0.06879441,0.0058029047,0.1089882,0.190988,0.2083735,0.0,0.053942274,0.0,0.13927151,0.0,0.0
SIRT1,0.07097953,0.037710242,0.072762266,0.09245077,0.0,0.0,0.0,0.064535655,0.034296196,0.0,0.0,0.14444917,0.06418252
PBLD,0.0,0.013756735,0.08400733,0.0,0.0042814,0.0,0.008137659,0.0,0.0,0.0,0.007989181,0.0,0.14095229
HNRNPH3,0.23628919,0.048022665,0.1365683,0.13850586,0.09472903,0.24371922,0.07716905,0.019213019,0.5576537,0.2476545,0.06517678,0.26333413,0.0
SRGN,0.03777144,0.03532735,0.0,0.0,0.0,0.1467237,0.3945996,0.91530406,0.14984503,0.44142914,0.7135469,0.0,0.31988946
TACR2,0.016657589,0.026876206,0.015765095,0.03320675,0.0,0.0,0.014179955,0.0,0.009438372,0.0,0.007956925,0.0,0.0037832754
TSPAN15,0.0,0.0033036845,0.016877478,0.0,0.0,0.0,0.0,0.0,0.04101992,0.3553493,0.0,0.09441993,0.13346346
PRF1,0.05977435,0.0,0.0,0.0,0.0,0.046474144,0.0,2.4499817,0.0,0.6310464,0.0,0.0,0.009208334
MICU1,0.0,0.09180742,0.010083178,0.0,0.0,0.0,0.2103746,0.13218668,0.051000424,0.033938933,0.15543807,0.39269352,0.056849945
CAMK2G,0.0,0.09570412,0.23964795,0.0,0.07948355,0.4065318,0.0,0.0,0.12004876,0.075949,0.13428307,0.19568461,0.003243533
RP11-178G16.4,0.0,0.0,0.010252225,0.0,0.05540022,0.0,0.0,0.0,0.09310903,0.0,0.036989834,0.0,0.0
ZNF503,0.0,0.33484024,0.0,0.0008826578,0.0,0.0,0.0,0.0,0.0,0.0,0.04980839,0.0,0.0038892047
PPIF,0.046883445,0.13587995,0.0,0.019769823,0.1721603,0.009374352,0.017845096,0.0,0.0,0.16385739,0.49982414,0.13010056,0.06702889
ATAD1,0.15119483,0.0,0.0,0.1031597,0.035918698,0.11380648,0.040643405,0.13311476,0.484848,0.18025336,0.0,0.0,0.0
IFIT2,0.78834045,0.046849463,0.0,0.061553042,0.08758499,0.0,0.13629003,0.017985066,0.0,0.0,0.26108873,0.0,0.0
IFIT1,1.4498826,0.0,0.0,0.0,0.0,0.0,0.17511156,0.0,0.0,0.0,0.025353508,0.0,0.017863195
IFIT5,0.3456004,0.008808951,0.0,0.0,0.35619035,0.0,0.0,0.02973321,0.0,0.0,0.0,0.5611289,0.0
MARCH5,0.084665224,0.039017513,0.2007392,0.19042695,0.081760846,0.5239369,0.21511978,0.20245667,0.0,0.12672529,0.0030851287,0.0,0.0023142104
EXOC6,0.026952824,0.027039329,0.04567526,0.098061524,0.0,0.3310414,0.0,0.10441577,0.21778552,0.0019189356,0.089287266,0.0,0.0041782153
BLNK,0.0,0.25013152,0.0,1.1944814,0.59890974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP19,0.0,0.0,0.0,0.046211246,0.0,0.06301435,0.03513894,0.0073860236,0.0,0.0,0.0038060683,0.05822824,0.0
FRAT1,0.00432282,0.11288312,0.0,0.0,0.0,0.25654432,0.25353727,0.025139721,0.013589461,0.0,0.28163153,0.0,0.0
NDUFB8-1,0.09718467,0.061722677,0.33350748,0.112864584,0.15537828,0.3876676,0.12122587,0.33286437,0.35510686,0.32070825,0.2852055,0.24888746,0.0
MRPL43,0.07498916,0.09012411,0.34150785,0.25225765,0.09483221,0.0,0.1637487,0.19576204,0.21722007,0.315017,0.23131767,0.22872147,0.02428858
LZTS2,0.0,0.034624517,0.12998474,0.0,0.0,0.0,0.0,0.0,0.010803091,0.0,0.0,0.17384028,0.005098577
FBXW4,0.0,0.0656476,0.0,0.014754031,0.03518528,0.44855028,0.0,0.36096564,0.0,0.015694201,0.033459976,0.0,0.0
TRIM8,0.029727615,0.07786394,0.19421774,0.0631574,0.03088374,0.0,0.3212254,0.16292694,0.19479807,0.11499898,0.23182341,0.0,0.0040177684
C10orf32,0.11213967,0.011321975,0.03172953,0.28218338,0.0,0.0,0.22494633,0.262682,0.47681922,0.18458088,0.13196056,0.0,0.011571956
GSTO1,0.099066004,0.07260794,0.15264127,0.032859355,0.03963532,0.18252748,0.39605767,0.18693493,0.21449755,0.16130438,0.60557747,0.17692006,0.403793
XPNPEP1,0.14047049,0.14641379,0.0,0.035102513,0.15460056,0.51818806,0.0,0.076260716,0.0037828065,0.06313664,0.079217866,0.0,0.60680765
SHOC2,0.10866456,0.05827354,0.06554381,0.15139353,0.3054169,0.0,0.094138004,0.012947665,0.058991376,0.14237878,0.114415616,0.33860588,0.0
VTI1A,0.0,0.0,0.0,0.13373935,0.1683208,0.3409668,0.10276455,0.04085543,0.30317992,0.08204456,0.15629217,0.0,0.0012895376
PRDX3,0.3612605,0.22045258,0.008239686,0.13486739,0.007312963,0.28169394,0.19173945,0.13407613,0.24246183,0.05609566,0.27238882,0.098104395,0.0
PLEKHA1,0.0652213,0.005264613,0.28273818,0.10288818,0.0,0.25487873,0.03403872,0.42692357,0.019584425,0.0,0.0,0.28830537,0.0
BUB3,0.10545147,0.043177534,0.1928668,0.08081202,0.24373117,0.50364804,0.0005921537,0.21828151,0.4093283,0.332091,0.02818877,0.37892178,0.0
OAT,0.018426634,0.059383888,0.020518567,0.14842497,0.0,0.19524947,0.016412174,0.0044336366,0.45095667,0.16716667,0.02449744,0.10097789,0.0
CTBP2,0.0,0.23303698,0.0,0.0,0.0,0.0,0.22196598,0.76449937,0.0,0.0,0.12663525,0.0,0.012379953
MGMT,0.1917192,0.07911527,0.32070428,0.10498763,0.09407394,0.034207497,0.09111469,0.30615377,0.29194707,0.2226445,0.20748873,0.14453454,0.0
GLRX3,0.038882215,0.049405187,0.052656118,0.004426549,0.34125757,0.3984563,0.13562746,0.10857359,0.25682032,0.18432797,0.120628394,0.4385523,0.014037153
STK32C,0.15329418,0.3760841,0.0,0.0,0.0,0.2440783,0.18494111,0.08988083,0.0,0.0,0.10410496,0.0,0.0026851005
ECHS1,0.0,0.029183228,0.29812837,0.09312886,0.31397274,0.41949007,0.23943262,0.11490126,0.18200494,0.21195334,0.19089445,0.09401305,0.0
SYCE1,0.096418366,0.052541774,0.0,0.0,0.0,0.003926206,0.17620324,0.0,0.06098509,0.0,0.0,0.012458618,0.0
SCGB1C1,0.0,0.0,0.0,0.0,0.00060716097,0.0,0.020790754,0.0,0.0,0.0,0.0,0.0,0.80386245
IFITM3,0.114501394,0.08522518,0.0,0.0,0.0,0.03830616,1.3027741,0.054112673,0.0,0.0,0.7924796,0.0,0.0
PHRF1,0.0,0.032084543,0.0,0.11962341,0.116947554,0.29784453,0.083950095,0.02933511,0.0,0.060928922,0.10671668,0.0,0.0
IRF7,0.6999043,0.14170901,0.0,0.02669315,0.41194668,0.0,0.25456712,0.23174053,0.094164364,0.1386973,0.23501314,0.07052486,0.0
TMEM80,0.035463292,0.099934354,0.3031331,0.35280934,0.0,0.07138281,0.25265223,0.08855515,0.0,0.06753229,0.08690141,0.0,0.0
TALDO1,0.03301008,0.0029989865,0.09280905,0.020482242,0.1675405,0.19540784,0.16169578,0.052993853,0.19750199,0.16610786,1.0358231,0.19302402,0.40531084
MOB2,0.052070197,0.055885673,0.12872626,0.08907123,0.14801471,0.0,0.1061871,0.3973233,0.38113716,0.31539217,0.035555206,0.07144843,0.09693513
TNNI2,0.0,0.13426004,0.0,0.0557547,0.0,0.0,0.66237265,0.0,0.0,0.0,0.19509573,0.0,0.07484367
KCNQ1OT1,0.11619123,0.0,0.07814651,0.07518767,0.3082191,0.0,0.28416833,0.0,0.026935132,0.005266384,0.0,0.20581432,0.0
SLC22A18AS,0.0,0.019534105,0.0,0.0,0.0,0.0,0.11901949,0.0,0.0,0.0,0.1445615,0.0,0.0
NAP1L4,0.3044718,0.0066679027,0.48942408,0.0,0.077948876,0.0,0.0,0.17557102,0.53553164,0.1022495,0.0,0.079596154,0.040908016
CARS,0.0,0.093963504,0.741372,0.0,0.05537467,0.0,0.18647076,0.13143475,0.0,0.08728658,0.030682819,0.0,0.013608478
ZNF195,0.087851115,0.0148634445,0.069321826,0.12957075,0.0,0.044485565,0.0,0.20283258,0.15737492,0.051986456,0.024738591,0.23603404,0.0
TIMM10B,0.072989546,0.23292395,0.32802737,0.023862869,0.0022494656,0.20803863,0.069373734,0.19811003,0.0,0.08343889,0.050771717,0.19601837,0.0
TAF10,0.0,0.25661132,0.043453053,0.0,0.02929356,0.020777851,0.19852361,0.09323278,0.15316767,0.0,0.009958113,0.4815929,0.02366273
RIC3,0.0,0.0,0.64599144,0.3600046,0.14097425,0.19610545,0.0,0.0,0.36704028,0.0,0.0,0.0,0.037976574
TMEM9B,0.0,0.0794911,0.30273533,0.18739524,0.32151097,0.0,0.28585345,0.38980174,0.34350044,0.22792992,0.15463421,0.21687387,0.09064562
DENND5A,0.0,0.03849547,0.0,0.00073030026,0.13729605,0.08391461,0.17069362,0.037919987,0.031446625,0.0,0.28988677,0.23386072,0.0
SWAP70,0.0,0.0,0.0,0.8686857,1.0472379,0.0,0.30341434,0.0,0.0,0.0,0.0,0.0,0.003031791
ZBED5-AS1,0.0,0.018584203,0.06302637,0.30688122,0.0,0.020319732,0.034220252,0.037357207,0.31441203,0.0,0.09969085,0.0,0.03629646
PSMA1,0.054048773,0.11303406,0.22777696,0.073442295,0.21517205,0.2881085,0.17194219,0.22383252,0.3920149,0.36312863,0.21197218,0.2398694,0.024904793
SAAL1,0.0,0.07266698,0.0,0.0,0.32998043,0.08478472,0.0,0.0058681327,0.2547942,0.0059516365,0.0111360885,0.28390402,0.0
CAT,0.12208456,0.2778348,0.085607454,0.2103142,0.25354874,0.32169685,0.45280415,0.0,0.0,0.012777396,0.10581302,0.42632955,0.0
PRR5L,0.0,0.0,0.0,0.01632103,0.11835446,0.051605202,0.13262941,0.6113538,0.0,0.11442921,0.0,0.0,0.0
API5,0.0,0.012997089,0.18759899,0.039286695,0.05695193,0.30818695,0.032254696,0.09295588,0.1628627,0.012607955,0.0,0.46884856,0.0
CD82,0.023688724,0.0,0.0,0.12613906,1.1190292,0.26850858,0.0,0.0,0.5086555,0.0,0.0,0.06688323,0.14142126
PEX16,0.13454401,0.108434014,0.25350612,0.19944665,0.0,0.4728211,0.058188315,0.05260604,0.072247766,0.20088804,0.13688906,0.22125746,0.0
DGKZ,0.0,0.091739506,0.2781187,0.0,0.0,0.3199051,0.109395795,0.32999757,0.2209735,0.38889945,0.118772544,0.0,0.0
DDB2,0.09124473,0.07048105,0.0048972783,0.020888599,0.0,0.23274791,0.20685022,0.025336126,0.22483501,0.08703846,0.0,0.2459143,0.09596009
MADD,0.0,0.012310305,0.13368471,0.18377261,0.0,0.09889226,0.15844414,0.15512155,0.101853095,0.0,0.061929405,0.0056038885,0.17007737
CELF1,0.41426528,0.07364951,0.21489392,0.0043832567,0.24209103,0.0,0.19079472,0.22042173,0.19243547,0.09948016,0.12762365,0.0,0.0
MTCH2,0.0,0.17721955,0.0,0.020156221,0.0,0.0,0.18851489,0.28153512,0.14192109,0.10159464,0.18156014,0.62657136,0.0
FNBP4,0.013802944,0.12690373,0.050846875,0.11188461,0.3537994,0.0,0.07527684,0.26716706,0.6293705,0.080943845,0.040220212,0.0,0.004216384
UBE2L6,0.48422822,0.039787807,0.15872706,0.2201155,0.13866173,0.17771424,0.25580826,0.31205058,0.17113304,0.25798002,0.44778523,0.0,0.0
TMX2,0.1925911,0.055307485,0.13204806,0.11553733,0.20522483,1.0901892,0.10144445,0.015296153,0.0,0.051101156,0.0434673,0.0,0.0
CTNND1,0.0,0.21283267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12574731,0.23460598,0.008747066
RP11-142C4.6,0.01429554,0.04092453,0.0,0.03299848,0.048223075,0.0,0.0,0.0,0.0,0.009372303,0.0,0.01212577,0.2992859
MS4A6A,0.0,0.28773785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5543061,0.0,0.0
MS4A1,0.0,0.0,0.0,1.8845706,1.3660687,0.0,0.005924797,0.0,0.0,0.0,0.0,0.010844741,0.0
PTGDR2,0.004346592,0.04127422,0.0,0.015631288,0.0,0.0,0.26883763,0.0,0.0,0.0,0.0,0.02558032,0.02394787
PRPF19,0.0,0.121771224,0.10485055,0.0144514125,0.0,0.088356964,0.0,0.27052045,0.22020055,0.022292197,0.0,0.68999875,0.0
TMEM138,0.0,0.04060016,0.1495905,0.051065613,0.12722316,0.0,0.08905465,0.19937943,0.28877014,0.1777729,0.10789842,0.27111888,0.0
SDHAF2,0.003393858,0.1298509,0.3763071,0.100005135,0.0,0.16319217,0.14894605,0.435333,0.37802073,0.26344788,0.07448992,0.0,0.011822742
FADS1,0.0,0.12834315,0.0,0.027953338,0.0,0.0,0.114515886,0.12179174,0.09214816,0.0,0.16170187,0.077261694,0.04188627
AP003733.1,0.015410255,0.042926844,0.0,0.0,0.056228492,0.0,0.20884265,0.0,0.07968665,0.0,0.3860981,0.36747262,0.0
UBXN1,0.06238556,0.0,0.52051663,0.3600624,0.17694053,0.2253726,0.13484833,0.123345084,0.34893957,0.27456334,0.40419912,0.033778764,0.0
GNG3,0.035438128,0.0,0.0,0.05907362,0.48204485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF6L,0.29916814,0.035549454,0.0,0.0,0.0695968,0.0,0.051882546,0.011747772,0.0,0.048026588,0.21677151,0.0,0.0
RP11-727F15.9,0.05267356,0.0,0.15039179,0.3932356,0.0,0.0628967,0.0,0.102303304,0.28277397,0.0,0.02475845,0.0,0.0
OTUB1,0.19507396,0.087404735,0.22872068,0.037449285,0.028636988,0.41105267,0.28268993,0.21169303,0.05325276,0.24194665,0.10728385,0.27333745,0.095558606
FERMT3,0.107167035,0.115630604,0.061861157,0.033067733,0.16469629,0.10609602,0.19538388,0.39834312,0.37945288,0.2411299,0.24972484,0.08498633,0.6652415
RASGRP2,0.015733672,0.0,0.3221483,0.4375874,0.34422114,0.088860504,0.37741777,0.18681729,0.4315295,0.09951134,0.062495425,0.23269114,0.17757034
AP001462.6,0.0,0.008272078,0.092513375,0.0,0.0,0.0,0.0,0.048382998,0.0,0.07852218,0.0,0.0,0.0
ARL2,0.0,0.12556434,0.27691767,0.084374145,0.19990163,0.206778,0.11599293,0.16604592,0.36865833,0.21878678,0.16938531,0.0,0.0
SYVN1,0.095197454,0.13053201,0.0,0.41907987,0.0,0.084824555,0.0030134737,0.07350741,0.2065153,0.0,0.06378998,0.0,0.0
CTSW,0.0,0.0,0.1727877,0.0,0.0,0.5202599,0.0,1.519146,0.0,1.1515477,0.0,0.061034087,0.0
PACS1,0.20375562,0.0,0.0,0.16681325,0.0,0.46028027,0.055440642,0.036690716,0.16026986,0.0,0.0,0.25630462,0.0
RAB1B,0.0,0.17346509,0.03974078,0.0,0.26113725,0.46850893,0.29855978,0.10711401,0.0,0.0,0.15870146,0.15734808,0.06561969
RBM4,0.06869323,0.036149904,0.49301195,0.14315869,0.030984271,0.3134303,0.107986405,0.1008105,0.0,0.18204388,0.0,0.2850171,0.0
RCE1,0.010077735,0.03907725,0.05867111,0.028408136,0.4467417,0.0,0.19295658,0.085632004,0.0,0.16571319,0.037843894,0.37569156,0.0
AP003419.16,0.010910511,0.0134196365,0.0,0.0,0.2626713,0.0,0.0,0.0,0.04751543,0.052325483,0.0,0.0,0.0
PTPRCAP,0.0057391776,0.0,0.27476802,0.41392264,0.45504194,0.16817802,0.0,0.54996824,0.46694067,0.7310018,0.0,0.14248148,0.0
CORO1B,0.0,0.0921686,0.05600835,0.0,0.0,0.0,0.3245883,0.0,1.1288965,0.0,0.23221467,0.033087056,0.081568964
PITPNM1,0.011915397,0.046419624,0.0,0.0,0.07662866,0.03135692,0.5056262,0.0,0.11984154,0.15873024,0.021251652,0.0,0.0
GSTP1,0.034914713,0.21646257,0.058840383,0.1337724,0.079231836,0.10131912,0.08832211,0.44910058,0.05237818,0.07703811,1.2952816,0.09441176,0.02405381
MRPL21,0.0,0.119382925,0.23122546,0.13167223,0.19321166,0.07425247,0.33177534,0.099277474,0.21519884,0.20545214,0.24382518,0.31771803,0.013289121
CTTN,0.013102469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6603715
LAMTOR1,0.01351481,0.17953038,0.21158761,0.29687753,0.1138844,0.23010474,0.09590718,0.26250073,0.16692549,0.21026547,0.6698378,0.11341018,0.43350992
FOLR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2601207,0.0,0.0
ARAP1,0.089391746,0.055748284,0.0,0.101681784,0.01809002,0.0,0.5650987,0.027590666,0.0,0.0,0.25015038,0.22454171,0.09716229
RELT,0.20325212,0.12211862,0.0,0.074360214,0.27552813,0.0,0.7498904,0.0,0.0,0.0,0.09019118,0.07733236,0.017650502
PGM2L1,0.0,0.049644716,0.3321673,0.0727288,0.11533294,0.03932635,0.0,0.06558311,0.005056782,0.07379307,0.0,0.0,0.0053572697
XRRA1,0.14088084,0.0,0.24537659,0.1035668,0.122119755,0.13842827,0.035037164,0.033975575,0.23291938,0.23591381,0.0,0.018113771,0.0
AP001189.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5014142
CLNS1A,0.11933355,0.11947187,0.43345636,0.26239693,0.19778398,0.14709666,0.13878359,0.15904045,0.14981587,0.088805564,0.21534085,0.34616685,0.0
PICALM,0.0,0.29850954,0.059560176,0.12718114,0.018784074,0.3234063,0.16739537,0.12541123,0.0,0.033014473,0.19162425,0.022985082,0.089204215
PRSS23,0.0,0.0,0.0,0.0,0.069236726,0.0,0.0,2.031843,0.00037782767,0.0,0.0,0.0,0.0
RAB38,0.0705419,0.032352928,0.0,0.0,0.0,0.0,0.0,0.21863876,0.0,0.0,0.0,0.04626431,0.14001161
SMCO4,0.0,0.050333273,0.0,0.00089982525,0.0,0.044918377,0.6476031,0.0,0.0,0.0,0.8958158,0.0,0.00023722256
TAF1D,0.0,0.0,0.3552353,0.27505958,0.08661425,0.40643686,0.10494045,0.0,0.15700279,0.047806237,0.09512486,0.51395136,0.0
MRE11A,0.04207318,0.0,0.2006664,0.06575566,0.0,0.0,0.0653625,0.39387256,0.0,0.06683386,0.09418835,0.0,0.041534796
CWC15,0.14249015,0.0401542,0.3032962,0.07756033,0.2503962,0.043036547,0.1829475,0.07610897,0.38347363,0.13205375,0.20790774,0.28767082,0.0
CASP4,0.22833544,0.0,0.13397144,0.17982832,0.14665139,0.136157,0.2782556,0.24659848,0.3286815,0.25385126,0.487571,0.19416128,0.0
PPP2R1B,0.07164704,0.0,0.0,0.0,0.2360059,0.05457418,0.0,0.0,0.0,0.09957988,0.0,0.31962872,0.0
RBM7,0.13765168,0.052962504,0.16672523,0.1945825,0.0,0.37974414,0.20146418,0.06736226,0.26894864,0.0,0.0,0.015268337,0.0
REXO2,0.021298762,0.04128559,0.2680172,0.015391881,0.12013982,0.4124476,0.17118083,0.04641674,0.4417003,0.11811287,0.0,0.11448983,0.121480584
PCSK7,0.11685847,0.021398587,0.16242403,0.15654355,0.2156201,0.3137041,0.11278853,0.21564448,0.20430937,0.35854352,0.040378705,0.3163898,0.0
CEP164,0.021500647,0.10150084,0.023755444,0.095919505,0.0032480927,0.050134405,0.12537423,0.15227152,0.27751675,0.071955904,0.057806317,0.1458547,0.0
RNF26,0.4824417,0.0,0.004764475,0.20237017,0.0,0.0,0.0,0.0,0.09425164,0.0,0.0,0.0,0.0
NRGN,0.0,0.03792927,0.0,0.0,0.02572893,0.0,0.0,0.0,0.0,0.0,0.41732687,0.0,1.6182326
ESAM,0.0,0.0,0.0,0.008479791,0.0,0.0,0.0,0.005706841,0.0,0.0,0.0,0.0,0.7762691
STT3A,0.0,0.048931155,0.0,0.10065633,0.0051610135,0.0,0.0,0.0,0.22200395,0.0,0.062258955,0.3965321,0.0
RPUSD4,0.0,0.07240483,0.14450163,0.0,0.26765996,0.008379672,0.07048562,0.010237822,0.11880823,0.24309638,0.11943094,0.058929466,0.028401151
SRPR,0.0,0.01689061,0.0,0.17655367,0.03727568,0.5279744,0.14509441,0.20432034,0.28436536,0.04228979,0.032452986,0.35590097,0.0
SENCR,0.048856,0.0,0.0,0.0,0.0,0.0,0.012229371,0.27619532,0.0,0.0023084844,0.10105398,0.08727203,0.7094816
JAM3,0.0,0.0,0.027867317,0.0,0.15356708,0.0,0.0,0.0,0.04681419,0.0,0.0041306717,0.0,0.14622322
VPS26B,0.063286945,0.0,0.0,0.0,0.0,0.0,0.16197671,0.26351118,0.52799135,0.01817808,0.10577263,0.3516612,0.038414784
THYN1,0.0,0.053193744,0.44116372,0.07082391,0.09790368,0.14827259,0.09572812,0.05284055,0.43424124,0.10100968,0.09388518,0.23218085,0.02448589
WNK1,0.11803079,0.10195805,0.07948184,0.016720098,0.13298269,0.2757249,0.20325351,0.009481767,0.41233253,0.17675602,0.11142216,0.015529075,0.0
FBXL14,0.0,0.0,0.034496102,0.0,0.0,0.0,0.0,0.0,0.007936841,0.0,0.034233455,0.07627838,0.0015053909
ADIPOR2,0.0,0.043395493,0.03297483,0.08914133,0.035702884,0.0,0.038387746,0.1706548,0.21980956,0.025519613,0.10532831,0.07384785,0.0
CCND2,0.0744784,0.012239703,0.32789335,0.0,0.034317426,0.0,0.0,0.2636576,0.43428046,0.20645241,0.0,0.0,0.050170075
CD9,0.0,0.0,0.0,0.10230761,0.054884516,0.116013214,0.0,0.0,0.0,0.0,0.21222761,0.0,1.4979883
TNFRSF1A,0.17947374,0.088873856,0.0,0.0,0.0,0.12609519,0.31614128,0.32801685,0.13012652,0.2606671,0.41981828,0.0,0.016170094
MRPL51,0.12288053,0.068221025,0.092354774,0.033559058,0.21818125,0.4076638,0.21556963,0.22992824,0.22258732,0.18014282,0.25287768,0.38201216,0.12106444
IFFO1,0.05149823,0.047490656,0.06776833,0.0,0.23153384,0.2910891,0.021718517,0.046169683,0.20086975,0.01837137,0.13610813,0.0,0.0
ACRBP,0.008297231,0.008079001,0.0,0.0,0.0,0.0,0.09967963,0.0,0.0,0.0,0.017964687,0.0,1.3434905
USP5,0.0,0.061284564,0.035260864,0.06925223,0.0,0.19040705,0.0,0.0,0.15722294,0.08882871,0.0,0.560259,0.03553073
SPSB2,0.0,0.023695404,0.26704094,0.033066798,0.061412085,0.0,0.2130353,0.13821064,0.4581608,0.0958171,0.015055768,0.0,0.02821349
EMG1,0.0,0.049061928,0.34428936,0.18254755,0.083486065,0.37506798,0.26089504,0.24741231,0.09028725,0.07388901,0.08964641,0.075714715,0.0
CLSTN3,0.0020834766,0.0,0.0,0.0,0.0,0.52598894,0.040562376,0.29359224,0.02836905,0.0,0.0,0.0,0.0
CD163,0.02910556,0.0,0.02852105,0.0429456,0.0,0.0,0.0,0.0,0.0,0.0,0.49734303,0.0,0.0
CLEC4C,0.0,0.4524283,0.0,0.0,0.17639954,0.0,0.0,0.015112718,0.0,0.0,0.0,0.0,0.012164231
KLRG1,0.0,0.022437558,0.009589499,0.0,0.0,0.0,0.0,0.454126,0.0,1.7742654,0.0,0.053087424,0.0
KLRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6202081,0.347984,0.797163,0.0,0.0,0.0
CLEC2B,0.024395768,0.11638232,0.06927769,0.23526677,0.015568794,0.0,0.20374742,0.4088593,0.46900776,0.3488792,0.0,0.0,0.0021789991
CLEC1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04407962,0.9792617
KLRC1,0.0,0.0,0.0,0.0,0.0,1.2513603,0.0,0.60942155,0.0,0.0,0.0,0.0,0.0
RP11-291B21.2,0.0,0.0,0.96189183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
